Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,153,0,8,9.173822614345637,3.498955999930331,33.486332000393304,35.0,2.586692509386199,0.0,8,10,11,12,13,14,16,19,33,33,33
,Aggregated,153,0,8,9.173822614345637,3.498955999930331,33.486332000393304,35.0,2.586692509386199,0.0,8,10,11,12,13,14,16,19,33,33,33
