scenario,reference_label,feature_index,feature,lab_row_count,reference_row_count,lab_finite_count,reference_finite_count,lab_mean,reference_mean,lab_median,reference_median,lab_std,reference_std,lab_min,reference_min,lab_max,reference_max,ks_statistic,feature_importance,importance_times_ks
DDoS,DDoS,1,flow_duration,10226,128027,10226,128027,227545.51496186192,16955591.773594633,607.5,1878978.0,3285018.0462388783,31012493.825237677,0.0,0.0,61221028.0,103941560.0,0.9471334103717924,0.02328676178459756,0.022055670105561413
DDoS,DDoS,2,total_fwd_packets,10226,128027,10226,128027,3.100430275767651,4.47243940731252,3.0,4.0,0.6233806015724596,1.8977994207465179,1.0,1.0,9.0,11.0,0.4436837213637145,0.029684341887607796,0.013170459274926615
DDoS,DDoS,3,total_backward_packets,10226,128027,10226,128027,2.018482300019558,3.2558210377498495,1.0,4.0,2.0296912745026825,2.554281319910143,0.0,0.0,6.0,8.0,0.4194859725546446,0.010060785405143801,0.004220358350340321
DDoS,DDoS,4,total_length_of_fwd_packets,10226,128027,10226,128027,72.92949344807354,31.908597405234833,0.0,26.0,153.6115653919861,11.957030555148377,0.0,6.0,769.0,74.0,0.5012712693135146,0.05865668757115486,0.029402912232519052
DDoS,DDoS,5,total_length_of_bwd_packets,10226,128027,10226,128027,354.62732251124584,7373.6349988674265,0.0,11601.0,380.06293532255097,5584.637638610944,0.0,0.0,769.0,11613.0,0.6358033852234295,0.012056970617397567,0.007665862734080796
DDoS,DDoS,6,fwd_packet_length_max,10226,128027,10226,128027,65.24779972618815,14.897638779319987,0.0,20.0,122.80599555418199,6.737875560087241,0.0,6.0,614.0,20.0,0.5012712693135146,0.05360605315036437,0.026871174305570875
DDoS,DDoS,7,fwd_packet_length_min,10226,128027,10226,128027,0.0,2.1850390933162536,0.0,0.0,0.0,2.887185259136865,0.0,0.0,0.0,6.0,0.36417318221937556,0.007840488095608292,0.0028552954999308032
DDoS,DDoS,8,fwd_packet_length_mean,10226,128027,10226,128027,19.202807855820577,7.401261680123043,0.0,7.0,31.132567926985185,1.2373236965756136,0.0,3.0,153.8000030517578,10.0,0.5012712693135146,0.06979307622461878,0.03498526390840953
DDoS,DDoS,9,fwd_packet_length_std,10226,128027,10226,128027,33.44568902919746,5.721985934541903,0.0,5.656854152679443,54.077256319992614,4.672038408933821,0.0,0.0,265.8706359863281,14.142135620117188,0.4987287306864854,0.00810793022505172,0.004043657749634634
DDoS,DDoS,10,bwd_packet_length_max,10226,128027,10226,128027,283.86231175435165,4604.362040819515,0.0,5755.0,302.97018714446517,3966.326276967445,0.0,0.0,614.0,11595.0,0.6358033852234295,0.014440276938808012,0.009181176961257956
DDoS,DDoS,11,bwd_packet_length_min,10226,128027,10226,128027,0.0,0.5920548009404266,0.0,0.0,0.0,28.26728699111476,0.0,0.0,0.0,1460.0,0.002327634014700042,0.011785350065507192,2.7431981687621905e-05
DDoS,DDoS,12,bwd_packet_length_mean,10226,128027,10226,128027,86.95389869211705,1481.0264721382014,0.0,1934.5,93.04864712448806,1164.8685888801251,0.0,0.0,192.25,5800.5,0.6358033852234295,0.022059569375214978,0.014025548885332776
DDoS,DDoS,13,bwd_packet_length_std,10226,128027,10226,128027,133.39081944175226,2102.589196636258,0.0,2189.77294921875,141.84747497290036,1869.378314364097,0.0,0.0,290.5057373046875,8194.66015625,0.63538159919392,0.008604750670916463,0.005467300241951858
DDoS,DDoS,14,flow_bytes_s,10226,128027,7875,128025,314912.7716669898,61117.88415600959,350697.28125,160.10130310058594,307770.78895689105,1471889.5167467818,0.0,0.22121809422969818,1796218.5,347000000.0,0.4947980026222557,0.012539916546462302,0.006204725660239322
DDoS,DDoS,15,flow_packets_s,10226,128027,7875,128025,67503.1640590804,172.78859504644572,5339.435546875,2.589675188064575,366711.4423706964,9961.470616216315,0.13067404925823212,0.036869682371616364,3000000.0,2000000.0,0.9316559823695149,0.01875389301585683,0.017472176620940878
DDoS,DDoS,16,flow_iat_mean,10226,128027,10226,128027,31880.74895566153,1881524.2819472072,147.08333587646484,489279.25,459118.2626366421,2560298.705178619,0.0,0.0,8745861.0,44200000.0,0.9468950250814292,0.012114044474693029,0.011470728446702005
DDoS,DDoS,17,flow_iat_std,10226,128027,10226,128027,83188.15306981279,5111861.4965464985,191.6307144165039,932072.375,1225237.2538600797,8084458.075673907,0.0,0.0,23138732.0,57500000.0,0.9462898383127736,0.01466029036765193,0.013872883801623655
