scenario,reference_label,feature_index,feature,lab_row_count,reference_row_count,lab_finite_count,reference_finite_count,lab_mean,reference_mean,lab_median,reference_median,lab_std,reference_std,lab_min,reference_min,lab_max,reference_max,ks_statistic,feature_importance,importance_times_ks
Normal,BENIGN,39,max_packet_length,61,2273097,61,2273097,90.98360655737704,494.2663480704959,0.0,90.0,92.48756971035174,1074.1077290752685,0.0,0.0,185.0,24820.0,0.385603624756423,0.01552659662705139,0.005987111939521867
Normal,BENIGN,40,packet_length_mean,61,2273097,61,2273097,18.014344262295083,109.29283968833097,0.0,58.599998474121094,18.33564144258367,186.86049788514717,0.0,0.0,36.875,3337.142822265625,0.6561431386342069,0.030767526345343982,0.02018790130424465
Normal,BENIGN,41,packet_length_std,61,2273097,61,2273097,32.556333135385984,147.8188222721825,0.0,27.386127471923828,33.10257333237524,306.53652550487425,0.0,0.0,66.39156341552734,4731.5224609375,0.296038400473011,0.01800290551455784,0.005329551352396452
Normal,BENIGN,42,packet_length_variance,61,2273097,61,2273097,2155.6950323386272,115813.20546100453,0.0,750.0,2193.296078190134,579317.4420527238,0.0,0.0,4407.83935546875,22400000.0,0.296038400473011,0.01434066995084838,0.004245388993960528
Normal,BENIGN,43,fin_flag_count,61,2273097,61,2273097,0.0,0.01811977227544623,0.0,0.0,0.0,0.13338457979891155,0.0,0.0,0.0,1.0,0.018119772275446255,0.00010119931482582572,1.8337085390751541e-06
Normal,BENIGN,44,syn_flag_count,61,2273097,61,2273097,0.0,0.054886351088404936,0.0,0.0,0.0,0.22775829195136954,0.0,0.0,0.0,1.0,0.054886351088404894,2.5558903877989015e-06,1.4028349716820985e-07
Normal,BENIGN,45,rst_flag_count,61,2273097,61,2273097,0.0,0.00030179090465563065,0.0,0.0,0.0,0.017369508539549924,0.0,0.0,0.0,1.0,0.00030179090465565217,7.223686163344333e-19,2.1800427821842034e-22
Normal,BENIGN,46,psh_flag_count,61,2273097,61,2273097,0.4918032786885246,0.25800834720207716,0.0,0.0,0.49993280924514444,0.4375386154114052,0.0,0.0,1.0,1.0,0.23379493148644737,0.01536206993729795,0.003591574088480587
Normal,BENIGN,47,ack_flag_count,61,2273097,61,2273097,0.4918032786885246,0.28694244020382764,0.0,0.0,0.49993280924514444,0.4523344738284939,0.0,0.0,1.0,1.0,0.20486083848469694,0.009080991340514481,0.0018603395002900686
Normal,BENIGN,48,urg_flag_count,61,2273097,61,2273097,0.0,0.11596161536441252,0.0,0.0,0.0,0.32017888613474904,0.0,0.0,0.0,1.0,0.11596161536441252,0.002070000788314706,0.00024004063521858063
Normal,BENIGN,49,cwe_flag_count,61,2273097,61,2273097,0.0,0.00013857745621942224,0.0,0.0,0.0,0.011771076947673481,0.0,0.0,0.0,1.0,0.00013857745621936868,3.276849002952574e-08,4.540973992441422e-12
Normal,BENIGN,50,ece_flag_count,61,2273097,61,2273097,0.0,0.00030311068995295847,0.0,0.0,0.0,0.017407435591223503,0.0,0.0,0.0,1.0,0.00030311068995292345,4.1609497941481444e-18,1.2612283629637189e-21
Normal,BENIGN,51,down_up_ratio,61,2273097,61,2273097,0.4918032786885246,0.7009991214629204,0.0,1.0,0.49993280924514444,0.6992637164873919,0.0,0.0,1.0,156.0,0.15578589150526828,0.0003500629198723439,5.453486405525039e-05
Normal,BENIGN,52,average_packet_size,61,2273097,61,2273097,20.572469179747536,124.09232788950504,0.0,74.25,20.945736879552747,196.75782055197035,0.0,0.0,42.14285659790039,3893.333251953125,0.6586216954225886,0.057730422247653464,0.038022508578211454
Normal,BENIGN,53,avg_fwd_segment_size,61,2273097,61,2273097,13.330601395153609,66.39606418079384,0.0,37.0,13.578232509621138,204.2561358563269,0.0,0.0,27.33333396911621,4672.0,0.6488486852958761,0.05618528138697351,0.03645574596091662
Normal,BENIGN,54,avg_bwd_segment_size,61,2273097,61,2273097,26.0139344012151,160.79668115099778,0.0,77.0,26.4779093217566,283.57817271625237,0.0,0.0,53.25,3787.339599609375,0.58529002501873,0.01879072288663072,0.010998022668436115
Normal,BENIGN,55,fwd_header_length.1,61,2273097,61,2273097,83.14754098360656,-32404.368960497508,64.0,64.0,23.37003550547172,23493738.600883283,0.0,-32212234240.0,136.0,4644908.0,0.4734409111243815,0.01588471724128783,0.007520475003668483
Normal,BENIGN,56,fwd_avg_bytes_bulk,61,2273097,61,2273097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,BENIGN,57,fwd_avg_packets_bulk,61,2273097,61,2273097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,BENIGN,58,fwd_avg_bulk_rate,61,2273097,61,2273097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,BENIGN,59,bwd_avg_bytes_bulk,61,2273097,61,2273097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,BENIGN,60,bwd_avg_packets_bulk,61,2273097,61,2273097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,BENIGN,61,bwd_avg_bulk_rate,61,2273097,61,2273097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Normal,BENIGN,62,subflow_fwd_packets,61,2273097,61,2273097,2.5081967213114753,10.654173139113729,2.0,2.0,0.5317139259090772,836.5354387788631,2.0,1.0,4.0,219759.0,0.25090487328701694,0.03381752229780614,0.008484981147011919
Normal,BENIGN,63,subflow_fwd_bytes,61,2273097,61,2273097,40.32786885245902,635.5238364222909,0.0,66.0,40.99449035810185,10618.264046071381,0.0,0.0,82.0,12870338.0,0.3832049402203249,0.056398301348612644,0.02161210769682298
Normal,BENIGN,64,subflow_bwd_packets,61,2273097,61,2273097,1.9836065573770492,12.13863640662937,0.0,2.0,2.020321377443134,1112.9889787025993,0.0,0.0,5.0,291922.0,0.36260152673772866,0.009650561398480676,0.0034993082969652827
Normal,BENIGN,65,subflow_bwd_bytes,61,2273097,61,2273097,104.75409836065573,18848.28363461832,0.0,130.0,106.48568836921577,2525375.357753207,0.0,0.0,213.0,655453056.0,0.3502582599862655,0.01113357693285563,0.0038996272839252354
Normal,BENIGN,66,init_win_bytes_forward,61,2273097,61,2273097,31655.39344262295,6891.551141020379,126.0,118.0,32054.744235079317,14922.887498724851,-1.0,-1.0,64240.0,65535.0,0.4996808824058535,0.019757021684254198,0.009872206028899719
Normal,BENIGN,67,init_win_bytes_backward,61,2273097,61,2273097,124.90163934426229,2404.6474695096604,-1.0,-1.0,127.98279916675698,9322.158869764009,-1.0,-1.0,255.0,65535.0,0.2727950269509173,0.008990394223922348,0.002452534834614268
Normal,BENIGN,68,act_data_pkt_fwd,61,2273097,61,2273097,0.4918032786885246,6.361345336340684,0.0,1.0,0.49993280924514444,710.1770158136104,0.0,0.0,1.0,213557.0,0.27778049066977784,0.019212293916940678,0.00533680043113977
Normal,BENIGN,69,min_seg_size_forward,61,2273097,61,2273097,31.475409836065573,-3421.0178065432315,32.0,20.0,4.063457937004503,1210782.9543896737,0.0,-536870656.0,32.0,138.0,0.5281970433967834,0.003872866305186008,0.002045636531870274
Normal,BENIGN,70,active_mean,61,2273097,61,2273097,0.0,76396.79118590479,0.0,0.0,0.0,638349.8781369465,0.0,0.0,0.0,110000000.0,0.15725857717466518,4.0432845598735986e-05,6.358411769980145e-06
Normal,BENIGN,71,active_std,61,2273097,61,2273097,0.0,46476.16764638142,0.0,0.0,0.0,407751.553165026,0.0,0.0,0.0,74200000.0,0.08947440430390785,3.5109450359216505e-05,3.1413971563285204e-06
Normal,BENIGN,72,active_max,61,2273097,61,2273097,0.0,162249.8752926074,0.0,0.0,0.0,1074297.498450876,0.0,0.0,0.0,110000000.0,0.15725857717466518,3.137845852975238e-05,4.934531742323096e-06
Normal,BENIGN,73,active_min,61,2273097,61,2273097,0.0,50873.65984469646,0.0,0.0,0.0,558333.4267222558,0.0,0.0,0.0,110000000.0,0.15725857717466518,0.0002175119719327458,3.420562322459931e-05
Normal,BENIGN,74,idle_mean,61,2273097,61,2273097,88842.67213114754,3745967.3299736,0.0,0.0,688172.3791930005,13491297.557927512,0.0,0.0,5419403.0,120000000.0,0.14715342108145846,8.63658921337028e-05,1.2709036492226589e-05
Normal,BENIGN,75,idle_std,61,2273097,61,2273097,0.0,260370.86568699928,0.0,0.0,0.0,2974646.4060854954,0.0,0.0,0.0,76900000.0,0.09198507586785787,8.735278671750733e-06,8.035152713478719e-07
Normal,BENIGN,76,idle_max,61,2273097,61,2273097,88842.67213114754,3937925.213750667,0.0,0.0,688172.3791930005,14110892.577198433,0.0,0.0,5419403.0,120000000.0,0.14717585743151307,0.00013199431133865296,1.9426375947348336e-05
Normal,BENIGN,77,idle_min,61,2273097,61,2273097,88842.67213114754,3515160.918515576,0.0,0.0,688172.3791930005,13199369.076756928,0.0,0.0,5419403.0,120000000.0,0.1413996475971322,0.00011578306159697398,1.637168410752917e-05
DDoS,DDoS,0,destination_port,10226,128027,10226,128027,9712.939761392528,81.22738172416756,8080.0,80.0,7900.861384367563,267.40881821889565,0.0,80.0,60982.0,64873.0,0.9998787774956116,0.008107063223032228,0.008106080464525097
