comparison,feature,E13-D1_min,E13-D1_q1,E13-D1_median,E13-D1_mean,E13-D1_q3,E13-D1_max,E13-D1_std,E4-frozen-DDoS_min,E4-frozen-DDoS_q1,E4-frozen-DDoS_median,E4-frozen-DDoS_mean,E4-frozen-DDoS_q3,E4-frozen-DDoS_max,E4-frozen-DDoS_std,absolute_median_difference,pooled_standardized_median_difference,robust_median_distance,E13-D2_min,E13-D2_q1,E13-D2_median,E13-D2_mean,E13-D2_q3,E13-D2_max,E13-D2_std,E10-Session-11_min,E10-Session-11_q1,E10-Session-11_median,E10-Session-11_mean,E10-Session-11_q3,E10-Session-11_max,E10-Session-11_std
E13-D1 vs E4-frozen-DDoS,bwd_packet_length_std,0.0,0.0,0.0,43.937310798635494,88.22320556640625,88.22320556640625,44.03014982598239,0.0,0.0,74.16199,40.835750863356054,80.669075,83.40863,40.76342722026139,74.16199,1.7479393557078824,8.020425797911459,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,flow_bytes_s,0.0,0.0,6905.15234375,65688.98678477545,127532.66796875,278139.53125,73804.40330262762,0.0,0.0,156.3705,54135.21678091913,103176.023,320610.7,61690.29515054004,6748.78184375,0.09922113855514923,43.15891964117273,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,flow_packets_s,37.75027084350586,2360.087646484375,3597.122314453125,86481.1739965043,8658.1708984375,2000000.0,273813.4191318558,3.3956919,3390.9804999999997,7824.726,570241.4446625258,1000000.0,2000000.0,737296.7119277783,4227.603685546875,0.007601709119480392,0.5407282093932986,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,flow_iat_mean,0.0,206.0,349.0,628.9126933427636,531.6666870117188,30274.142578125,1691.7611846813297,0.0,2.0,141.88889,1517.5759926257708,327.55554,368113.5,16218.279742930063,207.11111,0.017962368072853407,1.4746834780584066,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,flow_iat_std,0.0,0.0,89.80255889892578,524.0897656058551,321.28179931640625,78858.125,4147.936730590698,0.0,0.0,304.05664,4212.261233674132,789.49994,571698.44,43916.91394717501,214.25408110107423,0.006868845731380066,0.7046518737465304,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,flow_iat_max,0.0,229.0,646.0,1707.5505617977528,1338.0,208985.0,10945.160751001002,0.0,2.0,884.0,13412.385913664395,2351.0,1896416.0,141955.5788473896,238.0,0.0023640268710380316,0.2695356738391846,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,flow_iat_min,0.0,0.0,5.0,310.27590511860177,230.0,4621.0,680.2548401380258,0.0,1.0,1.0,2.061668289516391,2.0,35.0,3.1347592041262926,4.0,0.008315698470572563,4.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_iat_total,0.0,142.0,854.0,1718.1460674157304,1666.0,210490.0,10697.596855947957,0.0,0.0,1098.0,14639.822460240182,2617.0,2676737.0,153161.46128087025,244.0,0.002247494186494967,0.2222222222222222,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_iat_mean,0.0,142.0,455.5,868.280129117168,920.5,70163.3359375,3586.9019845309253,0.0,0.0,274.5,3007.30623498864,654.25,490818.0,30892.81811566692,181.0,0.008230538053941841,0.6593806921675774,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_iat_std,0.0,0.0,0.0,640.3424452969643,486.4894714355469,120256.296875,6092.797686816144,0.0,0.0,410.4448,6012.932743992212,1154.1385,847822.06,63215.34621221054,410.4448,0.009139856457022309,1.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_iat_max,0.0,142.0,736.0,1501.3645443196006,1208.0,208985.0,10603.638908386185,0.0,0.0,841.0,13415.672833495619,2364.0,1896417.0,141955.63841573274,105.0,0.0010431419678787587,0.1248513674197384,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_iat_min,0.0,6.0,181.0,453.1298377028714,630.0,4621.0,671.1950894643812,0.0,0.0,3.0,3.6504381694255112,5.0,88.0,5.849922907375013,178.0,0.3750332186898362,59.333333333333336,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_iat_total,0.0,0.0,0.0,1905.0948813982523,1957.0,210805.0,11074.998536048948,0.0,0.0,1152.0,12143.240506329113,2936.0,1899499.0,137122.99013119,1152.0,0.011842551643477257,1.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_iat_mean,0.0,0.0,0.0,627.039845975002,651.0,70268.3359375,3678.7072883617807,0.0,0.0,288.0,2544.7244725738396,734.0,418061.25,27804.38197662653,288.0,0.014521983784151765,1.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_iat_std,0.0,0.0,0.0,867.5797980269243,674.0521850585938,120926.1640625,6317.2358913919825,0.0,0.0,370.7797,5344.82242851996,1109.4423,847760.6,61467.98630958792,370.7797,0.008485949177978989,1.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_iat_max,0.0,0.0,0.0,1601.430711610487,1367.0,209639.0,10995.646393709903,0.0,0.0,840.0,11800.058098020123,2348.0,1896419.0,136705.8511728748,840.0,0.008661774680846859,1.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_iat_min,0.0,0.0,0.0,31.544319600499374,0.0,1014.0,98.13182891303784,0.0,0.0,7.0,9.166179811749432,11.0,646.0,21.00240335610647,7.0,0.0986455911234055,1.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_psh_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_psh_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_urg_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_urg_flags,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_header_length,32.0,64.0,64.0,84.85393258426966,104.0,200.0,25.670408793793086,32.0,32.0,168.0,100.5309964297306,168.0,336.0,68.4508622929592,104.0,2.0118480856339813,3.25,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_header_length,0.0,0.0,32.0,69.79275905118602,136.0,168.0,67.53963279070386,32.0,32.0,168.0,100.33625446283673,168.0,200.0,68.22313381203789,136.0,2.003469426630904,4.25,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_packets_s,0.0,1165.9541015625,1703.5775146484375,84815.31186262409,7874.015625,2000000.0,273193.9490394999,0.0,1694.9153,3863.9875,284935.53044141777,500000.0,1000000.0,368600.2951055814,2160.4099853515627,0.006659229380062637,0.5595756314208143,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_packets_s,0.0,0.0,948.7666015625,1018.063074288148,1857.01025390625,9090.9091796875,1111.6492649874597,0.0,1694.9153,3863.9875,284935.74702558166,500000.0,1000000.0,368600.1294539611,2915.2208984375,0.011184820225078234,0.7550813915636838,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,min_packet_length,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,max_packet_length,0.0,0.0,0.0,92.38451935081149,185.0,185.0,92.55772231450999,0.0,0.0,185.0,93.84842583576761,185.0,192.0,93.67938589940015,185.0,1.9866786833685963,26.428571428571427,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,packet_length_mean,0.0,0.0,0.0,18.37775094440665,37.375,42.0,18.46080835412133,0.0,0.0,22.615385,13.821969430379745,26.727272,39.375,13.8295898097697,22.615385,1.3865613288043486,2.279070247881831,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,packet_length_std,0.0,0.0,0.0,32.74097290705801,66.02583312988281,66.02583312988281,32.81786138208064,0.0,0.0,54.204147,29.77968752093476,58.35082,61.814827,29.741544624392127,54.204147,1.7307942110060623,7.122116157820324,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,packet_length_variance,0.0,0.0,0.0,2147.6387404538273,4359.41064453125,4359.41064453125,2155.430202771856,0.0,0.0,2938.0898,1771.102094677053,3404.818,3821.0728,1773.2761380946968,2938.0898,1.4886771618935433,3.3274590790536185,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fin_flag_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,syn_flag_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,rst_flag_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,psh_flag_count,0.0,0.0,0.0,0.4993757802746567,1.0,1.0,0.5003120125108647,0.0,0.0,0.0,0.49626744563453423,1.0,1.0,0.5000672278261327,0.0,0.0,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,ack_flag_count,0.0,0.0,1.0,0.5006242197253433,1.0,1.0,0.5003120125108647,0.0,0.0,1.0,0.5037325543654657,1.0,1.0,0.5000672278261327,0.0,0.0,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,urg_flag_count,0.0,0.0,0.0,0.04244694132334582,0.0,1.0,0.20173250851996513,0.0,0.0,1.0,0.5037325543654657,1.0,1.0,0.5000672278261327,1.0,2.622679665718407,2.622679665718407,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,cwe_flag_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,ece_flag_count,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,down_up_ratio,0.0,0.0,1.0,0.5343320848938826,1.0,1.0,0.4991315804292219,0.0,1.0,1.0,0.9977280103862383,1.0,1.0,0.047618942239078796,0.0,0.0,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,average_packet_size,0.0,0.0,0.0,20.961856187208465,42.71428680419922,47.25,21.06895438749915,0.0,0.0,24.5,15.201159108730929,29.4,42.0,15.20982220595539,24.5,1.3333745132188823,2.2790697674418605,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,avg_fwd_segment_size,0.0,0.0,0.0,12.79846054129535,26.33333396911621,39.5,12.942518714876476,0.0,0.0,14.0,8.90819771015904,16.8,42.0,8.965506424651322,14.0,1.2575183264418304,1.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,avg_bwd_segment_size,0.0,0.0,0.0,27.30087390761548,55.0,55.0,27.38422194869394,0.0,0.0,35.0,21.49691658552418,42.0,45.0,21.48262829384585,35.0,1.4221304847275535,3.5,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_header_length.1,32.0,64.0,64.0,84.85393258426966,104.0,200.0,25.670408793793086,32.0,32.0,168.0,100.5309964297306,168.0,336.0,68.4508622929592,104.0,2.0118480856339813,3.25,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_avg_bytes_bulk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_avg_packets_bulk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,fwd_avg_bulk_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_avg_bytes_bulk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_avg_packets_bulk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,bwd_avg_bulk_rate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,subflow_fwd_packets,1.0,2.0,2.0,2.5268414481897628,3.0,6.0,0.6907178411478164,1.0,1.0,5.0,3.015579357351509,5.0,10.0,2.0133686469985075,3.0,1.9932027117521074,3.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,subflow_fwd_bytes,0.0,0.0,0.0,39.647940074906366,79.0,158.0,39.917206802034684,0.0,0.0,84.0,44.74001947419669,84.0,420.0,45.44198083213002,84.0,1.9640441194318081,1.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,subflow_bwd_packets,0.0,0.0,1.0,2.056179775280899,4.0,5.0,1.9863508974097324,1.0,1.0,5.0,3.0100616682895165,5.0,6.0,2.0071857995357894,4.0,2.0032096329753672,4.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,subflow_bwd_bytes,0.0,0.0,0.0,109.86267166042447,220.0,220.0,110.06864275239025,0.0,0.0,210.0,107.67770204479065,210.0,225.0,107.56575904475147,210.0,1.9297143370913785,14.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,init_win_bytes_forward,251.0,251.0,255.0,32205.566791510613,64240.0,64240.0,32014.45538789229,63.0,63.0,63.0,31911.955858487505,64240.0,64240.0,32092.81448019772,192.0,0.005989955770345711,0.005989955770345711,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,init_win_bytes_backward,-1.0,-1.0,255.0,138.00624219725344,255.0,255.0,127.58585819355635,63.0,64.0,64.0,106.25478740668613,64.0,65160.0,1658.261236625119,191.0,0.16241037196995686,0.16241037196995686,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,act_data_pkt_fwd,0.0,0.0,0.0,0.50187265917603,1.0,2.0,0.5052810987599328,0.0,0.0,1.0,0.5034079844206426,1.0,5.0,0.5084398776099496,1.0,1.9729199089583984,1.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,min_seg_size_forward,32.0,32.0,32.0,32.0,32.0,32.0,0.0,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,active_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,active_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,active_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,active_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,idle_mean,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,idle_std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,idle_max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D1 vs E4-frozen-DDoS,idle_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,,,,,,,,,,,
E13-D2 vs E4-frozen-DDoS,destination_port,,,,,,,,8080.0,8080.0,8080.0,8080.0,8080.0,8080.0,0.0,0.0,0.0,0.0,0.0,8080.0,8080.0,8322.87841191067,8080.0,60242.0,3363.692396039822,,,,,,,
E13-D2 vs E4-frozen-DDoS,flow_duration,,,,,,,,0.0,2.0,1277.0,14807.178513469653,2948.0,2678474.0,153182.49079424568,2746.0,0.02368521065843462,2.1537254901960785,0.0,784.5,4023.0,9454.515508684863,8457.75,1057069.0,58464.10702763856,,,,,,,
E13-D2 vs E4-frozen-DDoS,total_fwd_packets,,,,,,,,1.0,1.0,5.0,3.015579357351509,5.0,10.0,2.0133686469985075,3.0,1.9778763820383498,3.0,1.0,2.0,2.0,2.522952853598015,3.0,6.0,0.7399862197858278,,,,,,,
E13-D2 vs E4-frozen-DDoS,total_backward_packets,,,,,,,,1.0,1.0,5.0,3.0100616682895165,5.0,6.0,2.0071857995357894,4.0,2.005160708842125,4.0,0.0,0.0,1.0,2.0688585607940446,4.0,5.0,1.9824425960539689,,,,,,,
E13-D2 vs E4-frozen-DDoS,total_length_of_fwd_packets,,,,,,,,0.0,0.0,84.0,44.74001947419669,84.0,420.0,45.44198083213002,84.0,1.9740463792429384,1.0,0.0,0.0,0.0,39.314516129032256,79.0,79.0,39.45129189557715,,,,,,,
E13-D2 vs E4-frozen-DDoS,total_length_of_bwd_packets,,,,,,,,0.0,0.0,210.0,107.67770204479065,210.0,225.0,107.56575904475147,210.0,1.9305386192736345,14.0,0.0,0.0,0.0,109.24627791563276,220.0,220.0,109.97674611063124,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_packet_length_max,,,,,,,,0.0,0.0,84.0,44.53456669912366,84.0,99.0,44.71800738657192,84.0,1.9920811235045723,5.6,0.0,0.0,0.0,39.314516129032256,79.0,79.0,39.45129189557715,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_packet_length_min,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043424317617866005,0.0,35.0,1.2324397330889272,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_packet_length_mean,,,,,,,,0.0,0.0,14.0,8.90819771015904,16.8,42.0,8.965506424651322,14.0,1.2674237751811392,1.0,0.0,0.0,0.0,12.637417558405003,26.33333396911621,35.0,12.792545450624608,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_packet_length_std,,,,,,,,0.0,0.0,34.29286,19.9046938876988,37.56594,48.307053,19.991522949515133,34.29286,1.6162521483509984,3.4357152539547244,0.0,0.0,0.0,22.205807347451486,45.61067199707031,45.61067199707031,22.37644301457407,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_packet_length_max,,,,,,,,0.0,0.0,185.0,93.84842583576761,185.0,192.0,93.67938589940015,185.0,1.987569143096238,26.428571428571427,0.0,0.0,0.0,91.87655086848635,185.0,185.0,92.47375668665966,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_packet_length_min,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06513647642679901,0.0,35.0,1.5089554042949556,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_packet_length_mean,,,,,,,,0.0,0.0,35.0,21.49691658552418,42.0,45.0,21.48262829384585,35.0,1.42533675310533,3.5,0.0,0.0,0.0,27.114764267990076,55.0,55.0,27.284643109320545,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_packet_length_std,,,,,,,,0.0,0.0,74.16199,40.835750863356054,80.669075,83.40863,40.76342722026139,74.16199,1.7494324267373276,8.020425797911459,0.0,0.0,0.0,43.60550596932915,88.22320556640625,88.22320556640625,43.96033732298542,,,,,,,
E13-D2 vs E4-frozen-DDoS,flow_bytes_s,,,,,,,,0.0,0.0,156.3705,54135.21678091913,103176.023,320610.7,61690.29515054004,1653.6773515625,0.014204100533069013,10.575379317470368,0.0,0.0,1810.0478515625,35518.760679859384,46689.5703125,5833333.5,152652.28393881672,,,,,,,
E13-D2 vs E4-frozen-DDoS,flow_packets_s,,,,,,,,3.3956919,3390.9804999999997,7824.726,570241.4446625258,1000000.0,2000000.0,737296.7119277783,6483.344408203125,0.011905645294432768,0.8292468910255092,7.568096160888672,555.2030639648438,1341.381591796875,47605.36048957789,3769.520751953125,2000000.0,222454.2212505967,,,,,,,
E13-D2 vs E4-frozen-DDoS,flow_iat_mean,,,,,,,,0.0,2.0,141.88889,1517.5759926257708,327.55554,368113.5,16218.279742930063,836.7777359765626,0.06449499562681671,5.958069086934816,0.0,377.0,978.6666564941406,2695.383911416785,2351.2500610351562,151009.859375,8580.942506333931,,,,,,,
E13-D2 vs E4-frozen-DDoS,flow_iat_std,,,,,,,,0.0,0.0,304.05664,4212.261233674132,789.49994,571698.44,43916.91394717501,217.7965997167969,0.006285915305775144,0.7163027247712692,0.0,0.0,86.26004028320312,2613.8186254430348,1665.4920043945312,398241.8125,21732.950234981905,,,,,,,
E13-D2 vs E4-frozen-DDoS,flow_iat_max,,,,,,,,0.0,2.0,884.0,13412.385913664395,2351.0,1896416.0,141955.5788473896,1759.5,0.016218577227503445,1.992638731596829,0.0,566.25,2643.5,8410.10794044665,7282.0,1054136.0,58200.89165075589,,,,,,,
E13-D2 vs E4-frozen-DDoS,flow_iat_min,,,,,,,,0.0,1.0,1.0,2.061668289516391,2.0,35.0,3.1347592041262926,114.0,0.05096968593489954,114.0,0.0,0.0,115.0,1519.4559553349875,805.25,31798.0,3163.061733809314,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_iat_total,,,,,,,,0.0,0.0,1098.0,14639.822460240182,2617.0,2676737.0,153161.46128087025,2159.0,0.018636695889223457,1.9663023679417122,0.0,633.25,3257.0,8633.253722084368,7850.75,1054723.0,58159.17480534991,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_iat_mean,,,,,,,,0.0,0.0,274.5,3007.30623498864,654.25,490818.0,30892.81811566692,1503.5,0.058946096188945446,5.477231329690346,0.0,404.75,1778.0,4231.301667054889,4903.125,351574.34375,18622.083433657972,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_iat_std,,,,,,,,0.0,0.0,410.4448,6012.932743992212,1154.1385,847822.06,63215.34621221054,410.4448,0.00815834615050851,1.0,0.0,0.0,0.0,3844.5124798122765,2462.1159057617188,608436.3125,32649.239655262623,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_iat_max,,,,,,,,0.0,0.0,841.0,13415.672833495619,2364.0,1896417.0,141955.63841573274,1730.0,0.01595414461929986,2.057074910820452,0.0,581.25,2571.0,8145.2841191067,7244.75,1054136.0,58010.60428620848,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_iat_min,,,,,,,,0.0,0.0,3.0,3.6504381694255112,5.0,88.0,5.849922907375013,630.5,0.29078389710836466,210.16666666666666,0.0,266.25,633.5,1817.6327543424318,1221.25,31798.0,3066.4009732881236,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_iat_total,,,,,,,,0.0,0.0,1152.0,12143.240506329113,2936.0,1899499.0,137122.99013119,1152.0,0.011839149377729704,1.0,0.0,0.0,0.0,4475.4100496277915,5870.0,161128.0,11555.712111481902,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_iat_mean,,,,,,,,0.0,0.0,288.0,2544.7244725738396,734.0,418061.25,27804.38197662653,288.0,0.014536847679268668,1.0,0.0,0.0,0.0,1445.1771587438086,1950.25,52398.33203125,3453.2711798697096,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_iat_std,,,,,,,,0.0,0.0,370.7797,5344.82242851996,1109.4423,847760.6,61467.98630958792,370.7797,0.008492268798124248,1.0,0.0,0.0,0.0,2176.296955610327,2647.4623413085938,87472.03125,5850.370453708395,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_iat_max,,,,,,,,0.0,0.0,840.0,11800.058098020123,2348.0,1896419.0,136705.8511728748,840.0,0.008661866852832835,1.0,0.0,0.0,0.0,4003.8585607940445,4925.5,154392.0,10977.428431476503,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_iat_min,,,,,,,,0.0,0.0,7.0,9.166179811749432,11.0,646.0,21.00240335610647,7.0,0.06870417498558509,1.0,0.0,0.0,0.0,41.937344913151364,0.0,2176.0,142.54981960283095,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_psh_flags,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003101736972704715,0.0,1.0,0.0556240557435891,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_psh_flags,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_urg_flags,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_urg_flags,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_header_length,,,,,,,,32.0,32.0,168.0,100.5309964297306,168.0,336.0,68.4508622929592,104.0,1.995747116961216,3.25,0.0,64.0,64.0,84.71960297766749,104.0,200.0,27.304809349682998,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_header_length,,,,,,,,32.0,32.0,168.0,100.33625446283673,168.0,200.0,68.22313381203789,136.0,2.005616258858364,4.25,0.0,0.0,32.0,70.20347394540943,136.0,168.0,67.39349258862867,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_packets_s,,,,,,,,0.0,1694.9153,3863.9875,284935.53044141777,500000.0,1000000.0,368600.2951055814,3171.426647949219,0.010423098683113063,0.8214427266416251,0.0,308.6183853149414,692.5608520507812,46676.619283938526,2362.6920776367188,2000000.0,222020.64659773794,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_packets_s,,,,,,,,0.0,1694.9153,3863.9875,284935.74702558166,500000.0,1000000.0,368600.1294539611,3639.2447021484377,0.01396181635643473,0.9426132871824016,0.0,0.0,224.74279022216797,722.018174130035,805.2342529296875,166666.671875,4248.908658963883,,,,,,,
