comparison,feature,E13-D1_min,E13-D1_q1,E13-D1_median,E13-D1_mean,E13-D1_q3,E13-D1_max,E13-D1_std,E4-frozen-DDoS_min,E4-frozen-DDoS_q1,E4-frozen-DDoS_median,E4-frozen-DDoS_mean,E4-frozen-DDoS_q3,E4-frozen-DDoS_max,E4-frozen-DDoS_std,absolute_median_difference,pooled_standardized_median_difference,robust_median_distance,E13-D2_min,E13-D2_q1,E13-D2_median,E13-D2_mean,E13-D2_q3,E13-D2_max,E13-D2_std,E10-Session-11_min,E10-Session-11_q1,E10-Session-11_median,E10-Session-11_mean,E10-Session-11_q3,E10-Session-11_max,E10-Session-11_std
E13-D2 vs E4-frozen-DDoS,min_packet_length,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,max_packet_length,,,,,,,,0.0,0.0,185.0,93.84842583576761,185.0,192.0,93.67938589940015,150.0,1.6122950282409965,21.428571428571427,0.0,0.0,35.0,91.98511166253101,185.0,185.0,92.38628201245223,,,,,,,
E13-D2 vs E4-frozen-DDoS,packet_length_mean,,,,,,,,0.0,0.0,22.615385,13.821969430379745,26.727272,39.375,13.8295898097697,10.948718015441894,0.6748630548086944,1.1033593936800734,0.0,0.0,11.666666984558105,18.22201288604263,37.375,37.375,18.307205609177974,,,,,,,
E13-D2 vs E4-frozen-DDoS,packet_length_std,,,,,,,,0.0,0.0,54.204147,29.77968752093476,58.35082,61.814827,29.741544624392127,33.99688686816406,1.088235906319157,4.466997281210621,0.0,0.0,20.207260131835938,32.56643343208445,66.02583312988281,66.02583312988281,32.670496151184516,,,,,,,
E13-D2 vs E4-frozen-DDoS,packet_length_variance,,,,,,,,0.0,0.0,2938.0898,1771.102094677053,3404.818,3821.0728,1773.2761380946968,2529.756456494141,1.285571056630638,2.8650115081424463,0.0,0.0,408.3333435058594,2127.2717596579428,4359.41064453125,4359.41064453125,2144.766943593744,,,,,,,
E13-D2 vs E4-frozen-DDoS,fin_flag_count,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,syn_flag_count,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003101736972704715,0.0,1.0,0.0556240557435891,,,,,,,
E13-D2 vs E4-frozen-DDoS,rst_flag_count,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,psh_flag_count,,,,,,,,0.0,0.0,0.0,0.49626744563453423,1.0,1.0,0.5000672278261327,0.0,0.0,0.0,0.0,0.0,0.0,0.49627791563275436,1.0,1.0,0.5001413006385966,,,,,,,
E13-D2 vs E4-frozen-DDoS,ack_flag_count,,,,,,,,0.0,0.0,1.0,0.5037325543654657,1.0,1.0,0.5000672278261327,0.0,0.0,0.0,0.0,0.0,1.0,0.5031017369727047,1.0,1.0,0.5001455351914115,,,,,,,
E13-D2 vs E4-frozen-DDoS,urg_flag_count,,,,,,,,0.0,0.0,1.0,0.5037325543654657,1.0,1.0,0.5000672278261327,1.0,2.574662776708769,2.574662776708769,0.0,0.0,0.0,0.05459057071960298,0.0,1.0,0.2272498109656144,,,,,,,
E13-D2 vs E4-frozen-DDoS,cwe_flag_count,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,ece_flag_count,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,down_up_ratio,,,,,,,,0.0,1.0,1.0,0.9977280103862383,1.0,1.0,0.047618942239078796,0.0,0.0,0.0,0.0,0.0,1.0,0.5508684863523573,1.0,3.0,0.5025254557906822,,,,,,,
E13-D2 vs E4-frozen-DDoS,average_packet_size,,,,,,,,0.0,0.0,24.5,15.201159108730929,29.4,42.0,15.20982220595539,7.0,0.38317463518937334,0.6511627906976745,0.0,0.0,17.5,20.789031866466438,42.71428680419922,42.71428680419922,20.88378700968203,,,,,,,
E13-D2 vs E4-frozen-DDoS,avg_fwd_segment_size,,,,,,,,0.0,0.0,14.0,8.90819771015904,16.8,42.0,8.965506424651322,14.0,1.2674237751811392,1.0,0.0,0.0,0.0,12.637417558405003,26.33333396911621,35.0,12.792545450624608,,,,,,,
E13-D2 vs E4-frozen-DDoS,avg_bwd_segment_size,,,,,,,,0.0,0.0,35.0,21.49691658552418,42.0,45.0,21.48262829384585,35.0,1.42533675310533,3.5,0.0,0.0,0.0,27.114764267990076,55.0,55.0,27.284643109320545,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_header_length.1,,,,,,,,32.0,32.0,168.0,100.5309964297306,168.0,336.0,68.4508622929592,104.0,1.995747116961216,3.25,0.0,64.0,64.0,84.71960297766749,104.0,200.0,27.304809349682998,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_avg_bytes_bulk,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_avg_packets_bulk,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,fwd_avg_bulk_rate,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_avg_bytes_bulk,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_avg_packets_bulk,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,bwd_avg_bulk_rate,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,subflow_fwd_packets,,,,,,,,1.0,1.0,5.0,3.015579357351509,5.0,10.0,2.0133686469985075,3.0,1.9778763820383498,3.0,1.0,2.0,2.0,2.522952853598015,3.0,6.0,0.7399862197858278,,,,,,,
E13-D2 vs E4-frozen-DDoS,subflow_fwd_bytes,,,,,,,,0.0,0.0,84.0,44.74001947419669,84.0,420.0,45.44198083213002,84.0,1.9740463792429384,1.0,0.0,0.0,0.0,39.314516129032256,79.0,79.0,39.45129189557715,,,,,,,
E13-D2 vs E4-frozen-DDoS,subflow_bwd_packets,,,,,,,,1.0,1.0,5.0,3.0100616682895165,5.0,6.0,2.0071857995357894,4.0,2.005160708842125,4.0,0.0,0.0,1.0,2.0688585607940446,4.0,5.0,1.9824425960539689,,,,,,,
E13-D2 vs E4-frozen-DDoS,subflow_bwd_bytes,,,,,,,,0.0,0.0,210.0,107.67770204479065,210.0,225.0,107.56575904475147,210.0,1.9305386192736345,14.0,0.0,0.0,0.0,109.24627791563276,220.0,220.0,109.97674611063124,,,,,,,
E13-D2 vs E4-frozen-DDoS,init_win_bytes_forward,,,,,,,,63.0,63.0,63.0,31911.955858487505,64240.0,64240.0,32092.81448019772,192.0,0.0059909618616251,0.0059909618616251,-1.0,251.0,255.0,32007.1935483871,64240.0,64240.0,32003.67534576696,,,,,,,
E13-D2 vs E4-frozen-DDoS,init_win_bytes_backward,,,,,,,,63.0,64.0,64.0,106.25478740668613,64.0,65160.0,1658.261236625119,191.0,0.162413146152615,0.162413146152615,-1.0,-1.0,255.0,141.26550868486353,255.0,255.0,127.21500044843579,,,,,,,
E13-D2 vs E4-frozen-DDoS,act_data_pkt_fwd,,,,,,,,0.0,0.0,1.0,0.5034079844206426,1.0,5.0,0.5084398776099496,1.0,1.9829165396985118,1.0,0.0,0.0,0.0,0.49627791563275436,1.0,1.0,0.5001413006385966,,,,,,,
E13-D2 vs E4-frozen-DDoS,min_seg_size_forward,,,,,,,,32.0,32.0,32.0,32.0,32.0,32.0,0.0,0.0,0.0,0.0,0.0,32.0,32.0,31.98759305210918,32.0,44.0,0.8513879787763222,,,,,,,
E13-D2 vs E4-frozen-DDoS,active_mean,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,active_std,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,active_max,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,active_min,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,idle_mean,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,idle_std,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,idle_max,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D2 vs E4-frozen-DDoS,idle_min,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,
E13-D1 vs E10-Session-11,destination_port,8080.0,8080.0,8080.0,8180.679151061174,8080.0,56180.0,2050.793372862629,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,8080.0,8080.0,8112.9226932668325,8080.0,42564.0,1250.9987845956937
E13-D1 vs E10-Session-11,flow_duration,0.0,230.0,1590.0,2395.5118601747813,2474.0,211919.0,11118.965239520792,,,,,,,,495.0,0.06262163450124004,0.5478693967902601,,,,,,,,0.0,76.75,1095.0,1065.2630922693268,1720.5,13283.0,1155.2217666736842
E13-D1 vs E10-Session-11,total_fwd_packets,1.0,2.0,2.0,2.5268414481897628,3.0,6.0,0.6907178411478164,,,,,,,,0.0,0.0,0.0,,,,,,,,1.0,2.0,2.0,2.5074812967581046,3.0,6.0,0.6519490726143499
E13-D1 vs E10-Session-11,total_backward_packets,0.0,0.0,1.0,2.056179775280899,4.0,5.0,1.9863508974097324,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,1.0,2.039900249376559,4.0,5.0,1.9795216234491628
E13-D1 vs E10-Session-11,total_length_of_fwd_packets,0.0,0.0,0.0,39.647940074906366,79.0,158.0,39.917206802034684,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,39.401496259351624,79.0,79.0,39.52452608890359
E13-D1 vs E10-Session-11,total_length_of_bwd_packets,0.0,0.0,0.0,109.86267166042447,220.0,220.0,110.06864275239025,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,109.72568578553616,220.0,220.0,110.06830050074417
E13-D1 vs E10-Session-11,fwd_packet_length_max,0.0,0.0,0.0,39.45068664169788,79.0,79.0,39.524648988358315,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,39.401496259351624,79.0,79.0,39.52452608890359
E13-D1 vs E10-Session-11,fwd_packet_length_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D1 vs E10-Session-11,fwd_packet_length_mean,0.0,0.0,0.0,12.79846054129535,26.33333396911621,39.5,12.942518714876476,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,12.838321168329179,26.333334,26.333334,12.951223381056673
E13-D1 vs E10-Session-11,fwd_packet_length_std,0.0,0.0,0.0,22.415109560581925,45.61067199707031,45.61067199707031,22.50947886298801,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,22.47275173815461,45.610672,45.610672,22.579604001897273
E13-D1 vs E10-Session-11,bwd_packet_length_max,0.0,0.0,0.0,92.38451935081149,185.0,185.0,92.55772231450999,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,92.26932668329177,185.0,185.0,92.55743451198941
E13-D1 vs E10-Session-11,bwd_packet_length_min,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,,0.0,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E13-D1 vs E10-Session-11,bwd_packet_length_mean,0.0,0.0,0.0,27.30087390761548,55.0,55.0,27.38422194869394,,,,,,,,0.0,0.0,0.0,,,,,,,,0.0,0.0,0.0,27.36284289276808,55.0,55.0,27.461865801618853
